dataset,Function,Offset,x0,y0,y1,D
same,Quartic,0.1,-100.0,100000000.0,99600599.60010003,-399400.39989997447
random_extra,Quadratic,0.0,-145.804735,21259.020748420222,21259.020748420222,0.0
random_extra,Quadratic,0.0,155.140681,24068.630901143762,24068.630901143762,0.0
random_extra,Quadratic,0.0,173.042256,29943.622361569538,29943.622361569538,0.0
random_extra,Quadratic,0.0,-21.772734,474.051945834756,474.051945834756,0.0
random_extra,Quadratic,0.0,-44.705782,1998.606944231524,1998.606944231524,0.0
random_extra,Quadratic,0.0,-96.961426,9401.518131953477,9401.518131953477,0.0
random_extra,Quadratic,0.0,62.947034,3962.329089397156,3962.329089397156,0.0
random_extra,Quadratic,0.0,-2.953225,8.721537900625002,8.721537900625002,0.0
random_extra,Quadratic,0.0,185.695368,34482.76969665542,34482.76969665542,0.0
random_extra,Quadratic,0.0,120.39379,14494.6646705641,14494.6646705641,0.0
random_extra,Quadratic,0.0,-17.917886,321.05063870899596,321.05063870899596,0.0
random_extra,Quadratic,0.0,120.423235,14501.755527865227,14501.755527865227,0.0
random_extra,Quadratic,0.0,-183.312811,33603.58667672172,33603.58667672172,0.0
random_extra,Quadratic,0.0,107.783149,11617.2072083562,11617.2072083562,0.0
random_extra,Quadratic,0.0,-198.731553,39494.230157791804,39494.230157791804,0.0
random_extra,Quadratic,0.0,-82.876243,6868.471653795049,6868.471653795049,0.0
random_extra,Quadratic,0.0,44.365733,1968.318264627289,1968.318264627289,0.0
random_extra,Quadratic,0.0,165.210957,27294.660312855853,27294.660312855853,0.0
random_extra,Quadratic,0.0,-79.953998,6392.641796184003,6392.641796184003,0.0
random_extra,Quadratic,0.0,-100.560545,10112.423210697027,10112.423210697027,0.0
random_extra,Quadratic,0.1,-145.804735,21259.020748420222,21229.869801420224,-29.15094699999827
random_extra,Quadratic,0.1,155.140681,24068.630901143762,24099.66903734376,31.038136199997098
random_extra,Quadratic,0.1,173.042256,29943.622361569538,29978.240812769538,34.61845119999998
random_extra,Quadratic,0.1,-21.772734,474.051945834756,469.70739903475595,-4.344546800000046
random_extra,Quadratic,0.1,-44.705782,1998.606944231524,1989.6757878315238,-8.93115640000019
random_extra,Quadratic,0.1,-96.961426,9401.518131953477,9382.135846753477,-19.382285199999387
random_extra,Quadratic,0.1,62.947034,3962.329089397156,3974.9284961971566,12.599406800000452
random_extra,Quadratic,0.1,-2.953225,8.721537900625002,8.140892900625001,-0.5806450000000005
random_extra,Quadratic,0.1,185.695368,34482.76969665542,34519.91877025542,37.14907359999779
random_extra,Quadratic,0.1,120.39379,14494.6646705641,14518.753428564098,24.08875799999805
random_extra,Quadratic,0.1,-17.917886,321.05063870899596,317.4770615089959,-3.573577200000045
random_extra,Quadratic,0.1,120.423235,14501.755527865227,14525.850174865225,24.094646999998076
random_extra,Quadratic,0.1,-183.312811,33603.58667672172,33566.934114521726,-36.65256219999719
random_extra,Quadratic,0.1,107.783149,11617.2072083562,11638.7738381562,21.566629799999646
random_extra,Quadratic,0.1,-198.731553,39494.230157791804,39454.49384719181,-39.73631059999752
random_extra,Quadratic,0.1,-82.876243,6868.471653795049,6851.90640519505,-16.565248599998995
random_extra,Quadratic,0.1,44.365733,1968.318264627289,1977.201411227289,8.883146600000146
random_extra,Quadratic,0.1,165.210957,27294.660312855853,27327.71250425585,33.052191399998264
random_extra,Quadratic,0.1,-79.953998,6392.641796184003,6376.660996584004,-15.980799599999045
random_extra,Quadratic,0.1,-100.560545,10112.423210697027,10092.321101697027,-20.102108999999473
random_extra,Cubic,0.0,-145.804735,-3099665.886582912,-3099665.886582912,0.0
random_extra,Cubic,0.0,155.140681,3734023.7887410866,3734023.7887410866,0.0
random_extra,Cubic,0.0,173.042256,5181511.966258041,5181511.966258041,0.0
random_extra,Cubic,0.0,-21.772734,-10321.40691884255,-10321.40691884255,0.0
random_extra,Cubic,0.0,-44.705782,-89349.28635250067,-89349.28635250067,0.0
random_extra,Cubic,0.0,-96.961426,-911584.6046390653,-911584.6046390653,0.0
random_extra,Cubic,0.0,62.947034,249416.86390947184,249416.86390947184,0.0
random_extra,Cubic,0.0,-2.953225,-25.756663766573272,-25.756663766573272,0.0
random_extra,Cubic,0.0,185.695368,6403290.608479678,6403290.608479678,0.0
random_extra,Cubic,0.0,120.39379,1745067.6144683133,1745067.6144683133,0.0
random_extra,Cubic,0.0,-17.917886,-5752.548744614976,-5752.548744614976,0.0
random_extra,Cubic,0.0,120.423235,1746348.3138446633,1746348.3138446633,0.0
random_extra,Cubic,0.0,-183.312811,-6159967.933392008,-6159967.933392008,0.0
random_extra,Cubic,0.0,107.783149,1252139.1755021303,1252139.1755021303,0.0
random_extra,Cubic,0.0,-198.731553,-7848749.6937974,-7848749.6937974,0.0
random_extra,Cubic,0.0,-82.876243,-569233.1258185304,-569233.1258185304,0.0
random_extra,Cubic,0.0,44.365733,87325.88258747764,87325.88258747764,0.0
random_extra,Cubic,0.0,165.210957,4509376.951276835,4509376.951276835,0.0
random_extra,Cubic,0.0,-79.953998,-511117.26938681223,-511117.26938681223,0.0
random_extra,Cubic,0.0,-100.560545,-1016910.7893383428,-1016910.7893383428,0.0
random_extra,Cubic,0.1,-145.804735,-3099665.886582912,-3093292.5535004362,6373.3330824756995
